d0	d1	Gene_Name	known_gene
-18.105577	-18.175491	CAMTA1	0.0
-13.509639	41.438095	PARK7	0.0
-18.940351	-37.502373	PER3	0.0
13.483856	47.443226	H6PD	0.0
0.37067792	-37.51863	SPSB1	0.0
-33.467632	0.6135622	RERE	0.0
-47.419548	11.24516	PEX14	1.0
26.624132	-30.13456	CLSTN1	0.0
52.27478	-39.64827	APITD1-CORT	0.0
32.347347	45.178684	DFFA	0.0
-57.975266	0.023399219	TARDBP	0.0
13.407949	37.135906	EXOSC10	0.0
35.57438	11.457761	LZIC	0.0
55.735065	32.929123	CORT	0.0
64.912025	-7.4905396	SRM	0.0
10.078187	-32.293983	PGD	0.0
10.394626	-12.094232	RBP7	0.0
-57.65649	65.1929	CTNNBIP1	0.0
-52.498222	-59.996277	C1orf200	0.0
-24.391396	-10.808814	CASZ1	0.0
-49.81315	-1.4415563	KIF1B	1.0
20.884794	46.386086	MASP2	0.0
-56.435856	-3.613934	UBE4B	0.0
47.794563	-42.111153	C1orf127	0.0
-36.784348	-53.422245	APITD1	0.0
10.390411	22.232067	NMNAT1	0.0
65.26378	-2.609121	FBXO6	0.0
11.076131	-1.9261883	FBXO2	0.0
31.306494	23.011955	FBXO44	0.0
-38.671803	72.82181	NPPB	0.0
50.922585	-12.215787	MAD2L2	0.0
5.63531	22.367014	UBIAD1	0.0
34.104992	25.675829	MIIP	0.0
-59.876396	-2.527713	MFN2	0.0
-43.323673	-55.640656	C1orf167	0.0
-11.845198	18.171402	CLCN6	0.0
-17.047478	-7.320818	TNFRSF8	0.0
-12.23136	52.07795	PLOD1	0.0
-32.849422	1.9831891	MTOR	0.0
58.13131	-12.518506	DRAXIN	0.0
15.017974	12.31693	ANGPTL7	0.0
-8.929096	2.3894744	MTHFR	0.0
-34.685543	20.363544	NPPA	0.0
-17.738289	48.41443	AGTRAP	0.0
-52.053696	-32.924576	PTCHD2	0.0
58.10632	-33.355114	AADACL3	0.0
-47.356304	-62.168705	PRAMEF6	0.0
27.261244	-70.06849	PRAMEF1	0.0
14.914051	-57.192795	PRAMEF12	0.0
23.803568	-74.35792	HNRNPCL1	0.0
-29.320417	10.280185	TNFRSF1B	0.0
8.613289	27.094084	DHRS3	0.0
22.723032	-53.73917	PRAMEF2	0.0
38.748592	-58.87642	C1orf158	0.0
-48.671345	-61.04294	PRAMEF22	0.0
34.571472	-53.865864	PRAMEF11	0.0
22.812685	-53.79815	PRAMEF4	0.0
58.05419	-35.690018	AADACL4	0.0
-33.750153	-57.563744	PRAMEF10	0.0
-38.721066	-10.61786	VPS13D	0.0
-48.893974	-55.287045	PRAMEF7	0.0
-52.622696	-57.14313	PRAMEF14	0.0
-7.29768	-25.294296	PRDM2	0.0
21.673002	64.09062	TMEM51	0.0
-35.260292	-71.519684	PRAMEF19	0.0
-47.58751	18.381708	PDPN	0.0
29.343153	53.94222	CELA2B	0.0
54.435745	7.3838224	CTRC	0.0
21.317781	6.0365314	EFHD2	0.0
-35.997307	-63.308548	PRAMEF17	0.0
-32.96379	-60.722073	PRAMEF13	0.0
29.407099	53.659977	CELA2A	0.0
9.369756	-28.140757	KAZN	0.0
-7.8824883	44.64968	AGMAT	0.0
-38.97254	-11.723068	SPEN	0.0
42.916225	57.01422	TMEM82	0.0
42.267387	58.8497	SLC25A34	0.0
-17.921349	-38.96873	FBLIM1	0.0
38.140373	57.19221	PLEKHM2	0.0
20.221052	69.873764	CLCNKA	1.0
13.214485	40.036278	DNAJC16	0.0
-9.752552	47.710327	RSG1	0.0
61.54594	8.588883	ARHGEF19	0.0
21.911112	-73.001625	FAM131C	0.0
-2.490314	-6.2612233	EPHA2	0.0
6.548187	-56.479603	HSPB7	0.0
-19.185627	35.521038	CLCNKB	1.0
-23.76386	73.25219	ZBTB17	0.0
-30.006672	-38.212933	DDI2	0.0
38.401493	-17.594683	RSC1A1	0.0
22.796257	-71.06104	C1orf64	0.0
-24.623692	72.162346	CASP9	0.0
-6.2720947	-21.597929	FBXO42	0.0
39.26482	27.939884	PADI1	0.0
6.046322	-47.821987	CROCC	0.0
-20.040216	1.8012103	ATP13A2	0.0
62.46055	-12.358112	ARHGEF10L	0.0
12.2246895	21.562044	PADI2	0.0
-10.605069	4.857473	PADI4	0.0
-16.274557	55.488304	SDHB	1.0
-9.613895	54.37472	NECAP2	0.0
-11.070955	2.7062428	MFAP2	0.0
64.31139	11.455075	SPATA21	0.0
25.018013	-33.950783	RCC2	0.0
15.311746	-24.89484	SZRD1	0.0
40.249836	3.8527763	IGSF21	0.0
14.018725	54.63631	PADI3	0.0
45.459007	16.659681	ACTL8	0.0
-37.98023	-11.665766	UBR4	0.0
1.5530758	-44.197132	KLHDC7A	0.0
-22.014029	-9.199777	CAPZB	0.0
-9.57231	54.842052	AKR7A3	0.0
61.002987	6.5111456	TMCO4	0.0
10.805287	-10.705332	NBL1	0.0
23.667507	14.460899	ALDH4A1	0.0
31.663387	29.47554	EMC1	0.0
-55.356976	10.50724	PAX7	0.0
-4.846136	3.638133	HTR6	0.0
-51.436108	-62.647194	AKR7L	0.0
7.0408573	5.221987	TAS1R2	0.0
35.497196	12.786957	PQLC2	0.0
25.604528	6.1601987	OTUD3	0.0
15.745244	-23.155897	MINOS1	0.0
-35.441982	-57.89474	IFFO2	0.0
31.6903	25.747152	AKR7A2	0.0
-60.302395	-33.110886	MINOS1-NBL1	0.0
-5.7334366	41.02846	RNF186	0.0
10.935508	-26.616426	MRTO4	0.0
-12.556665	57.87583	NBPF3	0.0
0.6753672	69.99953	PINK1	0.0
6.0696774	22.525717	DDOST	0.0
-23.295965	-5.71142	EIF4G3	0.0
-7.4075074	75.07911	CDA	0.0
50.85244	-21.503208	PLA2G5	0.0
-54.369328	-8.485943	ECE1	0.0
17.765656	3.4366567	CAMK2N1	0.0
40.28709	46.989677	PLA2G2F	0.0
-5.500878	22.931898	MUL1	0.0
44.950623	16.204365	SH2D5	0.0
36.339294	34.773563	KIF17	0.0
17.971712	1.4513395	PLA2G2A	0.0
35.472557	26.900467	PLA2G2D	0.0
-60.917423	-33.390995	PLA2G2C	0.0
55.597	-27.263828	PLA2G2E	0.0
48.50014	24.239029	UBXN10	0.0
-2.343681	-23.339815	HP1BP3	0.0
-3.3726697	-36.554077	RAP1GAP	0.0
3.6696975	32.79655	EPHA8	0.0
37.86027	10.104327	C1QB	0.0
-4.598904	30.662922	ZBTB40	0.0
5.688906	51.721115	C1QC	0.0
-64.00499	5.8467774	LUZP1	0.0
17.591696	-57.469147	CELA3A	0.0
-29.592724	7.921355	EPHB2	0.0
51.023678	-37.955956	LDLRAD2	0.0
-20.184294	78.00723	ALPL	1.0
-42.67815	-4.0451274	CDC42	1.0
-29.75925	20.75288	C1QA	0.0
-56.468193	65.63484	WNT4	1.0
35.39831	-56.716156	CELA3B	0.0
-4.9589205	-36.48465	USP48	0.0
26.760878	-11.481012	HTR1D	0.0
-15.494925	-66.83203	HSPG2	0.0
-35.005905	2.5783384	KDM1A	0.0
-47.800182	-57.750122	MDS2	0.0
10.342899	-33.909573	HNRNPR	0.0
-33.927094	-19.496325	RPL11	0.0
-23.371405	71.93475	ZNF436	0.0
41.695084	17.372698	IL22RA1	0.0
-52.96413	-24.001905	TCEB3	0.0
-61.696476	-33.456974	C1orf213	0.0
14.29962	-22.728155	LYPLA2	0.0
-38.14725	16.59517	FUCA1	0.0
17.232143	40.003357	TCEA3	0.0
29.266354	25.834414	GALE	0.0
-16.368649	55.766663	E2F2	0.0
-48.949932	17.551367	HMGCL	0.0
50.90323	-3.3027763	PITHD1	0.0
-17.391981	19.161978	ID3	0.0
26.646095	48.622334	MYOM3	0.0
25.998514	-10.804312	CNR2	0.0
23.436825	1.8013518	ASAP3	0.0
11.939888	-52.9741	TMEM50A	0.0
-46.248085	-50.417873	C1orf63	0.0
41.266525	23.609411	RCAN3	0.0
23.448523	-0.8780758	MAN1C1	0.0
65.339745	-10.242606	MTFR1L	0.0
19.327156	-2.094365	IFNLR1	0.0
2.9096746	57.277878	RHD	0.0
-0.61081725	-77.04903	TMEM57	0.0
50.095463	-7.5836663	SYF2	0.0
-53.67497	1.4716246	RUNX3	0.0
-17.405935	22.763563	CLIC4	0.0
37.39008	-53.483208	RHCE	0.0
11.706612	-6.9850125	NIPAL3	0.0
44.673363	-34.366276	NCMAP	0.0
-55.491188	5.266238	GRHL3	0.0
-1.266733	6.2330976	LDLRAP1	1.0
26.676802	-30.129005	SRRM1	0.0
46.511242	-29.718224	STPG1	0.0
-46.7	-37.209534	SEPN1	0.0
64.85134	0.21595249	UBXN11	0.0
-68.4472	37.993076	LIN28A	0.0
32.348984	43.747093	CATSPER4	0.0
-48.395092	-56.52449	FAM110D	0.0
43.945385	4.937703	AUNIP	0.0
33.5178	36.080097	CNKSR1	0.0
51.85737	-40.493713	ZNF683	0.0
24.638489	5.2123404	CEP85	0.0
15.857681	-3.546098	PAFAH2	0.0
46.295914	-13.85754	PDIK1L	0.0
50.54414	-11.883701	DHDDS	0.0
-44.663937	-34.30959	AIM1L	0.0
11.275855	-10.002806	STMN1	0.0
33.562164	10.78913	SLC30A2	0.0
21.382328	65.149956	SH3BGRL3	0.0
-14.801559	58.634583	ZNF593	0.0
4.0704904	8.100499	TRIM63	0.0
62.028397	8.519291	EXTL1	0.0
32.639935	-11.8112545	PAQR7	0.0
4.320869	78.80557	CD52	0.0
15.417781	48.78876	FCN3	0.0
-67.65059	-4.39769	WDTC1	0.0
-36.619495	17.689655	PIGV	0.0
-58.71129	-6.249859	ARID1A	0.0
13.664146	-26.27341	HMGN2	0.0
53.35704	-8.268611	TMEM222	0.0
-58.788044	8.037603	SFN	0.0
24.083206	-69.3315	CD164L2	0.0
12.125271	3.1142964	MAP3K6	0.0
5.0604672	54.69963	GPATCH3	0.0
-9.690731	19.05048	RPS6KA1	0.0
54.393955	16.742697	SYTL1	0.0
-9.384106	23.916857	ZDHHC18	0.0
0.49983916	-36.38093	NUDC	0.0
32.682495	13.582587	GPN2	0.0
8.165882	-61.787743	FAM46B	0.0
10.696391	1.605774	NR0B2	0.0
-62.6292	-0.3268268	SLC9A1	0.0
-55.7575	-32.80573	C1orf172	0.0
29.090994	27.571894	XKR8	0.0
13.71682	-26.580154	STX12	0.0
-26.75693	-32.385563	EYA3	0.0
-68.81833	-5.033696	PPP1R8	0.0
9.810603	-9.020985	FGR	0.0
-29.072426	-41.959953	IFI6	0.0
-32.03421	17.899473	SESN2	0.0
36.134727	10.012511	FAM76A	0.0
27.568434	20.72175	ATPIF1	0.0
34.686172	-20.042164	AHDC1	0.0
37.199013	22.437378	MED18	0.0
-15.025429	21.919653	PTAFR	0.0
55.73951	16.926487	GPR3	0.0
43.804024	14.7713785	THEMIS2	0.0
-46.112278	-10.642533	WASF2	0.0
-7.621128	43.266037	SMPDL3B	0.0
6.085702	21.061176	DNAJC8	0.0
-14.407373	44.26852	RPA2	0.0
2.5316942	-23.828602	SRSF4	0.0
9.2403145	-1.9977368	OPRD1	0.0
14.130139	-28.742805	SNRNP40	0.0
-58.538834	22.79765	PHACTR4	0.0
14.617327	-31.384796	TAF12	0.0
-15.391047	22.310154	SDC3	0.0
6.1178017	-5.5736327	LAPTM5	0.0
28.297644	-30.036694	RCC1	0.0
-2.698262	-23.050692	PUM1	0.0
62.12786	-12.365578	PTPRU	0.0
64.2534	-5.339749	ZCCHC17	0.0
26.627666	-27.879093	GMEB1	0.0
-52.22645	-61.92709	TMEM200B	0.0
-31.843903	16.354095	EPB41	0.0
36.63122	-60.397472	RAB42	0.0
6.353013	26.601162	TRNAU1AP	0.0
0.23230763	2.9763072	MATN1	0.0
44.46929	-24.8341	NKAIN1	0.0
1.0886928	-24.533192	YTHDF2	0.0
9.269172	20.997812	MECR	0.0
-0.51886237	-4.650274	FABP3	0.0
13.845953	-32.462353	EIF3I	0.0
20.651628	20.504025	COL16A1	0.0
22.156246	66.172356	CCDC28B	0.0
-16.662958	-1.2680571	PEF1	0.0
-50.016155	-25.98341	BAI2	0.0
19.477543	10.863748	SERINC2	0.0
7.1367273	-17.50727	KPNA6	0.0
-61.90671	-33.003105	AC114494.1	0.0
3.579726	-25.508543	PTP4A2	0.0
40.20103	17.17128	SPOCD1	0.0
2.2141387	-24.221497	TXLNA	0.0
-8.310375	-1.2703152	HCRTR1	0.0
34.270767	49.19951	IQCC	0.0
62.2146	1.155183	TMEM234	0.0
64.42087	8.238801	DCDC2B	0.0
-13.226327	43.057747	TINAGL1	0.0
-68.59026	-5.1760044	KHDRBS1	0.0
63.03421	-9.3621235	TMEM39B	0.0
26.045485	10.128773	BSDC1	0.0
27.518414	17.79205	TMEM54	0.0
61.536514	-7.4633145	TSSK3	0.0
54.7171	-28.464497	FAM167B	0.0
-37.30845	-56.329227	ZBTB8B	0.0
6.4832172	-13.272747	HPCA	0.0
-65.10506	17.002283	MARCKSL1	0.0
25.300264	16.396225	KIAA1522	0.0
-6.3156238	21.732779	ZBTB8A	0.0
30.46479	-27.784224	ZBTB8OS	0.0
18.176401	-21.505587	FNDC5	0.0
-66.88583	-5.2113986	HDAC1	0.0
-43.81099	-36.58168	SYNC	0.0
7.632316	-17.146147	RNF19B	0.0
2.0905757	-25.89111	RBBP4	0.0
5.6832876	20.249065	YARS	0.0
6.3503094	-14.642179	LCK	0.0
13.123361	-25.54201	S100PBP	0.0
-4.3792152	-16.252651	PHC2	0.0
64.23316	5.9072447	TRIM62	0.0
1.2219764	-33.147503	SFPQ	0.0
-45.801228	-29.110579	SMIM12	0.0
-52.564205	-40.49027	ADC	0.0
58.36689	-7.3740125	ZMYM1	0.0
-68.63088	18.045168	GJB3	0.0
70.8772	6.5686827	C1orf94	0.0
25.199043	22.262917	AK2	0.0
-51.71176	-43.081734	A3GALT2	0.0
2.371161	-6.8152027	GJA4	0.0
16.147871	-17.075045	DLGAP3	0.0
7.35102	1.1941307	GJB4	0.0
14.467179	-29.789204	ZNF362	0.0
59.46399	-9.0241585	ZSCAN20	0.0
-11.197115	-27.858212	ZMYM4	0.0
34.622482	1.6525925	ZMYM6	0.0
61.798786	21.482483	HMGB4	0.0
-69.09276	18.351362	GJB5	0.0
-6.0528646	-7.7181673	COL8A2	0.0
48.52785	-4.7851677	KIAA0319L	0.0
21.161798	44.333652	TEKT2	0.0
7.8596354	-27.730673	AGO3	0.0
33.448967	15.30496	ADPRHL2	0.0
7.90517	-33.966625	AGO4	0.0
66.547676	20.281574	C1orf216	0.0
-5.4228864	-19.969837	MAP7D1	0.0
11.784966	18.348131	CLSPN	0.0
30.609571	-27.960642	PSMB2	0.0
0.54234535	-28.157381	AGO1	0.0
-66.84923	-4.368823	NCDN	0.0
13.928485	-24.52926	EVA1B	0.0
7.155893	-33.066563	THRAP3	0.0
10.037276	-59.69913	SH3D21	0.0
65.19668	-6.1877346	TRAPPC3	0.0
54.048527	18.040756	TFAP2E	0.0
52.46853	3.6542628	LSM10	0.0
29.260897	-36.038925	STK40	0.0
-8.914495	44.83089	DNALI1	0.0
37.537663	30.93831	EPHA10	0.0
-59.635242	15.563176	CDCA8	0.0
2.2975998	-6.952024	ZC3H12A	0.0
-61.028664	2.932158	MTF1	0.0
-43.664192	-32.43587	C1orf122	0.0
-8.587402	2.3978593	CSF3R	0.0
29.210293	36.755238	OSCP1	0.0
-1.6516078	-36.48581	SF3A3	0.0
-33.862133	17.921968	RSPO1	0.0
20.197844	3.9579203	FHL3	0.0
30.662294	24.968695	MRPS15	0.0
0.4683231	68.61634	GNL2	0.0
7.33756	29.43704	SNIP1	0.0
-25.977764	-32.103035	GRIK3	0.0
33.896652	15.704813	YRDC	0.0
69.16332	2.6454732	MANEAL	0.0
-30.897799	13.536106	INPP5B	0.0
35.91213	7.701786	MEAF6	0.0
54.619904	4.7060995	C1orf109	0.0
1.0257956	-72.590454	PPIE	0.0
34.897736	-19.738625	KIAA0754	0.0
-1.3430383	-72.0688	PABPC4	0.0
-28.908466	47.047985	NT5C1A	0.0
14.676378	11.911048	GJA9	0.0
-39.90823	46.6031	HPCAL4	0.0
-70.08434	50.867977	HEYL	0.0
14.304956	-26.342346	MYCBP	0.0
-50.793533	-36.60974	UTP11L	0.0
2.5733385	54.26189	MYCL	0.0
-31.666496	-43.532703	BMP8A	0.0
57.433086	1.1612848	TRIT1	0.0
11.138707	-32.920406	RRAGC	0.0
-14.819908	-58.22648	BMP8B	0.0
-15.793644	-65.580505	MACF1	0.0
18.293114	-17.064053	AKIRIN1	0.0
-11.113061	44.610947	NDUFS5	0.0
14.382891	11.019549	RHBDL2	0.0
-22.633013	37.070324	PPT1	0.0
-18.8528	11.975357	RLF	0.0
43.92473	5.574782	ZFP69	0.0
9.720236	-32.947502	CTPS1	0.0
-12.398857	-1.9585078	SCMH1	0.0
52.459473	-36.65543	TMCO2	0.0
7.0624094	-13.949411	KCNQ4	0.0
44.453537	9.536607	EXO5	0.0
69.49638	7.88858	SLFNL1	0.0
44.30492	5.2102246	ZFP69B	0.0
34.92606	5.4474583	SMAP2	0.0
-30.4537	-60.226997	FOXO6	0.0
25.253834	19.829948	COL9A2	0.0
16.925194	-26.134111	NFYC	0.0
-42.241486	-0.10260453	ZMPSTE24	0.0
43.915462	19.600302	RIMS3	0.0
-30.252403	-54.534893	CITED4	0.0
31.56269	6.179789	CAP1	0.0
41.322853	27.57993	ZNF684	0.0
46.386696	-34.853592	MFSD2A	0.0
-26.255255	2.8036578	HIVEP3	0.0
0.9416361	-16.240162	FOXJ3	0.0
5.756703	52.427113	PPCS	0.0
29.621714	-28.866467	ZNF691	0.0
66.58352	-2.4870448	C1orf50	0.0
-7.8977532	48.54961	ZMYND12	0.0
-56.975643	-0.45837384	SLC2A1	0.0
-70.60038	-8.266302	YBX1	0.0
50.58814	-39.30119	GUCA2A	0.0
-13.471487	22.273186	CLDN19	1.0
48.425842	-22.453098	GUCA2B	0.0
66.786095	-8.447517	PPIH	0.0
-50.724873	-37.034557	CCDC23	0.0
69.2278	7.291397	FAM183A	0.0
-53.45433	-38.461914	LEPRE1	0.0
-9.982599	25.431074	EDN2	0.0
17.528929	34.23497	ERMAP	0.0
3.2597408	77.070656	CCDC30	0.0
44.54589	18.844908	RIMKLA	0.0
58.73295	-1.048696	EBNA1BP2	0.0
-28.367563	6.354593	PTPRF	0.0
28.891233	-31.25387	ATP6V0B	0.0
53.554398	-38.595894	C1orf210	0.0
-6.0324955	-5.8454876	B4GALT2	0.0
-6.7001047	-18.879032	KDM4A	0.0
-51.348125	-37.077854	WDR65	0.0
32.958447	25.720205	HYI	0.0
3.3200462	4.069891	MPL	0.0
52.97636	-9.627367	DPH2	0.0
-32.896927	-30.79873	SLC6A9	0.0
-31.990957	-52.23559	ARTN	0.0
-54.24673	16.61671	SZT2	0.0
-0.046138637	-27.123882	IPO13	0.0
-57.70156	14.264305	CDC20	0.0
17.159658	38.385036	MED8	0.0
36.52193	-60.434685	TMEM125	0.0
-21.379389	-1.7128276	ST3GAL3	0.0
2.7655692	-23.68991	ELOVL1	0.0
60.43099	3.7305331	CCDC24	0.0
-41.541515	6.6718054	TIE1	0.0
-32.57538	15.799649	PTCH2	0.0
22.72163	40.183556	MUTYH	0.0
-3.96451	-34.877274	RNF220	0.0
22.927588	25.071915	ZSWIM5	0.0
63.83218	8.586161	KLF17	0.0
-35.803913	-60.031727	TCTEX1D4	0.0
-61.38088	17.292912	DMAP1	0.0
5.6696744	27.297697	KIF2C	0.0
26.888763	10.923214	TMEM53	0.0
27.328573	35.21337	BEST4	0.0
-33.775143	-20.999979	RPS8	0.0
63.61828	19.74468	HPDL	0.0
-63.408123	18.58519	UROD	0.0
30.974188	6.9812484	ERI3	0.0
5.1231875	80.07074	EIF2B3	0.0
5.063136	-10.218536	PLK3	0.0
3.3502848	20.764292	HECTD3	0.0
57.440414	1.1681752	TOE1	0.0
10.0045805	36.093792	MAST2	0.0
-57.604446	-28.08806	CCDC163P	0.0
-9.398994	14.969298	PIK3R3	0.0
24.767654	13.540248	UQCRH	0.0
-3.0989614	17.926792	PRDX1	1.0
-39.457188	15.677868	MMACHC	1.0
27.728786	18.000664	NSUN4	0.0
18.313229	-51.527153	CCDC17	0.0
-2.9000714	67.06855	NASP	0.0
-2.5378747	46.07943	FAAH	0.0
-2.3577347	-5.066813	RAD54L	0.0
-62.575577	19.936684	POMGNT1	0.0
65.91159	-2.9453893	LURAP1	0.0
-8.583063	27.574877	TSPAN1	0.0
58.258068	1.5621156	TMEM69	0.0
19.538448	16.744957	TESK2	0.0
10.579649	32.777752	IPP	0.0
-29.815453	22.391033	AKR1A1	0.0
12.091409	-29.307816	LRRC41	0.0
38.104652	57.26434	GPBP1L1	0.0
65.78025	-2.4911435	MOB3C	0.0
12.1853285	-2.7313116	MKNK1	0.0
-12.569125	57.76531	CYP4B1	0.0
-59.1858	23.439106	STIL	1.0
-30.95047	48.486137	CYP4Z1	0.0
20.354471	25.824537	ATPAF1	0.0
-33.027332	7.7548656	CMPK1	0.0
-33.740673	-18.562798	PDZK1IP1	0.0
14.026514	54.59934	CYP4X1	0.0
-38.405487	3.3459873	TAL1	0.0
22.49973	66.43818	KNCN	0.0
-31.614794	-64.962814	TRABD2B	0.0
-59.09136	4.8068156	DMBX1	0.0
61.580006	-11.397782	EFCAB14	0.0
-38.990734	73.10845	CYP4A11	0.0
35.492844	-62.54654	CYP4A22	0.0
24.300434	-34.35217	RNF11	0.0
36.1831	8.212545	BEND5	0.0
65.81896	-2.5716038	TXNDC12	0.0
-26.791372	10.819582	CDKN2C	0.0
-20.285688	77.91397	FAF1	0.0
5.245389	-32.015503	ZFYVE9	0.0
8.114659	-30.21922	OSBPL9	0.0
23.175726	0.1626764	TTC39A	0.0
29.570581	7.692498	EPS15	0.0
-4.4146733	45.211327	SLC5A9	0.0
19.08807	-31.814837	BTF3L4	0.0
-4.64117	-13.886346	ELAVL4	0.0
-44.92019	-58.883392	AGBL4	0.0
3.8307414	-7.8832293	RAB3B	0.0
-55.17517	-31.558434	NRD1	0.0
65.7326	21.205374	KTI12	0.0
24.355186	43.10977	SPATA6	0.0
-11.219078	-27.790821	ZCCHC11	0.0
-17.698643	26.082397	SCP2	0.0
5.8456326	-29.652378	NDC1	0.0
11.522511	-24.660093	DMRTB1	0.0
47.859604	-22.406635	GLIS1	0.0
-70.66833	-5.5942855	MAGOH	0.0
8.62085	-33.62915	ZYG11B	0.0
22.960136	21.61274	CC2D1B	0.0
9.779401	14.248427	CPT2	1.0
62.76571	-0.5701911	C1orf123	0.0
54.628555	-9.997964	ORC1	0.0
-38.317074	15.115421	GPX7	0.0
-74.54026	-30.123533	SELRC1	0.0
30.733778	25.93428	ECHDC2	0.0
53.24498	-36.97935	FAM159A	0.0
54.76633	-23.313503	PODN	0.0
0.22735225	-14.623356	LRP8	0.0
28.996601	-30.316484	PRPF38A	0.0
38.40778	26.948425	SLC1A7	0.0
-29.822042	47.47899	ACOT11	0.0
17.686207	25.919802	HSPB11	0.0
69.898735	7.1119514	CYB5RL	0.0
-53.506172	0.5586479	SSBP3	0.0
64.66228	-4.6994505	YIPF1	0.0
-34.709164	18.88138	DIO1	0.0
32.741413	13.225829	LRRC42	0.0
-43.22578	55.171642	PARS2	0.0
27.570993	20.920317	TMEM59	0.0
-42.29319	39.051796	MROH7	0.0
63.837246	7.9361362	TCEANC2	0.0
56.42436	-27.240147	CDCP2	0.0
-43.253654	47.53538	TTC4	0.0
0.70021236	55.049164	TTC22	0.0
-45.258	52.778862	FAM151A	0.0
40.80199	25.304296	LDLRAD1	0.0
