d0	d1	Gene_Name	known_gene
10.462627	-3.5433447	PEX14	1.0
11.305674	4.4523115	CLSTN1	0.0
9.470847	6.671161	APITD1-CORT	0.0
7.160384	0.33270696	DFFA	0.0
10.169002	-4.9082594	TARDBP	0.0
8.425286	0.275717	EXOSC10	0.0
4.4136605	3.2059014	LZIC	0.0
7.17087	-0.3988762	CORT	0.0
10.977521	5.0894346	SRM	0.0
11.554699	3.032308	PGD	0.0
7.2773786	-0.010197268	RBP7	0.0
-4.6322994	3.4781773	CTNNBIP1	0.0
1.713979	11.489175	C1orf200	0.0
11.551722	-1.8847126	CASZ1	0.0
10.724417	-3.662478	KIF1B	1.0
7.677967	0.6789706	MASP2	0.0
10.698503	-4.500447	UBE4B	0.0
8.552196	6.0699124	C1orf127	0.0
0.27236214	9.154478	APITD1	0.0
3.8027563	0.15090318	NMNAT1	0.0
6.460244	8.307226	FBXO6	0.0
6.9048443	-0.19559146	FBXO2	0.0
5.010695	2.8384154	FBXO44	0.0
2.7208767	-12.122848	NPPB	0.0
10.163462	4.8349485	MAD2L2	0.0
3.0345476	0.10168259	UBIAD1	0.0
5.883259	2.0132802	MIIP	0.0
9.843485	-4.3486915	MFN2	0.0
1.2459683	10.543606	C1orf167	0.0
4.4729905	-4.8576126	CLCN6	0.0
10.994201	-1.4924552	TNFRSF8	0.0
1.4217126	-8.980025	PLOD1	0.0
12.411633	-3.7920601	MTOR	0.0
6.666693	6.6603055	DRAXIN	0.0
5.5227203	-0.531443	ANGPTL7	0.0
8.831701	-2.6795964	MTHFR	0.0
14.40544	-6.09066	NPPA	0.0
1.7488223	-8.350019	AGTRAP	0.0
2.845297	8.752043	PTCHD2	0.0
6.3059573	5.097515	AADACL3	0.0
1.8881861	10.98202	PRAMEF6	0.0
12.558524	7.4678173	PRAMEF1	0.0
0.8266241	2.9591246	PRAMEF12	0.0
11.941945	8.177096	HNRNPCL1	0.0
13.219901	-5.0641255	TNFRSF1B	0.0
3.4818323	-0.6451119	DHRS3	0.0
1.4365973	2.6742735	PRAMEF2	0.0
-1.323496	-0.7708898	C1orf158	0.0
1.9667217	11.305175	PRAMEF22	0.0
-1.1565881	-0.04418939	PRAMEF11	0.0
1.5197006	2.6714256	PRAMEF4	0.0
8.458871	6.3161807	AADACL4	0.0
0.14714237	8.663666	PRAMEF10	0.0
6.811434	-2.135835	VPS13D	0.0
0.9544436	11.733738	PRAMEF7	0.0
1.7432328	12.636758	PRAMEF14	0.0
11.117388	0.33874297	PRDM2	0.0
2.4076073	-1.6030028	TMEM51	0.0
2.2722902	4.4920206	PRAMEF19	0.0
3.421835	-5.7848735	PDPN	0.0
7.758369	-2.2890372	CELA2B	0.0
7.8418317	6.3851013	CTRC	0.0
5.314274	-0.9720786	EFHD2	0.0
-0.44386625	9.282791	PRAMEF17	0.0
-0.44169566	8.12013	PRAMEF13	0.0
7.729505	-2.1080089	CELA2A	0.0
10.633711	-0.7969847	KAZN	0.0
1.9822918	-7.197359	AGMAT	0.0
11.002267	-3.7478669	SPEN	0.0
5.5029407	-6.528839	TMEM82	0.0
5.7653184	-6.6073794	SLC25A34	0.0
6.45759	-3.0095193	FBLIM1	0.0
3.4274597	-0.68557674	PLEKHM2	0.0
1.8976096	-1.6896927	CLCNKA	1.0
7.981733	0.8706874	DNAJC16	0.0
2.0129101	-7.2487144	RSG1	0.0
7.556886	7.4518433	ARHGEF19	0.0
11.849051	7.9967813	FAM131C	0.0
9.47026	0.4471552	EPHA2	0.0
0.2667098	2.0536957	HSPB7	0.0
2.6735313	-7.195559	CLCNKB	1.0
-3.8662617	-2.8944397	ZBTB17	0.0
4.9751654	-2.5099547	DDI2	0.0
8.377978	4.3741536	RSC1A1	0.0
12.043786	7.303345	C1orf64	0.0
-3.5605378	-3.2256515	CASP9	0.0
10.486304	0.00969023	FBXO42	0.0
5.9619083	0.8148491	PADI1	0.0
0.38547546	2.5046494	CROCC	0.0
8.482402	-2.123746	ATP13A2	0.0
5.719433	7.4258776	ARHGEF10L	0.0
3.8917036	0.24321982	PADI2	0.0
8.466143	-2.006767	PADI4	0.0
1.3613461	-9.336933	SDHB	1.0
2.3766599	-8.713708	NECAP2	0.0
8.682939	-2.3947995	MFAP2	0.0
8.023263	7.9713607	SPATA21	0.0
12.65105	2.5119731	RCC2	0.0
10.505585	3.1082604	SZRD1	0.0
5.396997	3.8410385	IGSF21	0.0
9.29672	-1.0130665	PADI3	0.0
7.636291	3.19726	ACTL8	0.0
11.327544	-3.4240913	UBR4	0.0
2.436855	-8.295059	KLHDC7A	0.0
11.740159	-1.3014312	CAPZB	0.0
2.3903384	-8.87952	AKR7A3	0.0
7.246836	7.562126	TMCO4	0.0
7.0976996	-0.07153404	NBL1	0.0
4.292868	1.5772252	ALDH4A1	0.0
5.5970426	1.2693133	EMC1	0.0
9.224919	-4.499186	PAX7	0.0
8.017615	-1.1494015	HTR6	0.0
2.4486818	11.632038	AKR7L	0.0
6.960124	-0.5267085	TAS1R2	0.0
4.2995896	3.161344	PQLC2	0.0
5.0792956	0.203388	OTUD3	0.0
10.964814	3.3429387	MINOS1	0.0
1.0551364	7.090428	IFFO2	0.0
5.1276345	1.3809556	AKR7A2	0.0
2.0574303	9.449681	MINOS1-NBL1	0.0
2.1415353	-8.0350485	RNF186	0.0
11.345038	2.8733387	MRTO4	0.0
2.0571482	-9.30211	NBPF3	0.0
-2.089224	-7.179824	PINK1	0.0
2.9240258	0.4458063	DDOST	0.0
11.096503	-1.5412832	EIF4G3	0.0
-1.0650859	-7.977102	CDA	0.0
6.2450986	5.5496726	PLA2G5	0.0
10.591079	-3.1093566	ECE1	0.0
4.423672	-1.5834345	CAMK2N1	0.0
6.37814	4.4275684	PLA2G2F	0.0
3.3873653	-5.013557	MUL1	0.0
6.752296	3.3020675	SH2D5	0.0
6.545569	1.8866047	KIF17	0.0
5.298154	-1.5459102	PLA2G2A	0.0
5.436406	0.963561	PLA2G2D	0.0
2.3225868	9.477334	PLA2G2C	0.0
5.438487	5.643769	PLA2G2E	0.0
7.4974527	3.1428945	UBXN10	0.0
12.690126	1.0803335	HP1BP3	0.0
12.442152	0.42653704	RAP1GAP	0.0
7.854117	-0.35917398	EPHA8	0.0
3.5648043	3.1287255	C1QB	0.0
4.7770967	-4.150445	ZBTB40	0.0
4.8200607	0.32112893	C1QC	0.0
9.179092	-5.0427017	LUZP1	0.0
0.88634294	2.0544343	CELA3A	0.0
12.954232	-4.6982365	EPHB2	0.0
9.511059	6.1794186	LDLRAD2	0.0
-1.946703	-5.8138013	ALPL	1.0
11.829502	-5.463485	CDC42	1.0
13.785185	-5.918605	C1QA	0.0
-4.621534	3.425165	WNT4	1.0
-1.4170928	0.6608104	CELA3B	0.0
12.485425	0.2991906	USP48	0.0
8.252074	-0.79347134	HTR1D	0.0
3.8418093	-2.5240545	HSPG2	0.0
12.73022	-3.8527994	KDM1A	0.0
1.1390619	11.521619	MDS2	0.0
11.725693	2.9802115	HNRNPR	0.0
2.083302	-4.6457477	RPL11	0.0
-3.5609353	-3.217119	ZNF436	0.0
5.9212804	3.2701933	IL22RA1	0.0
2.7445183	8.034711	TCEB3	0.0
2.2077448	9.782756	C1orf213	0.0
10.925129	3.2344215	LYPLA2	0.0
14.185363	-4.9011183	FUCA1	0.0
8.199635	1.588887	TCEA3	0.0
5.10339	1.5354354	GALE	0.0
1.2900769	-9.424151	E2F2	0.0
3.6393828	-5.6569853	HMGCL	0.0
7.3022923	6.040393	PITHD1	0.0
4.3217025	-5.43678	ID3	0.0
6.9139166	0.6078889	MYOM3	0.0
8.0796585	-0.39820704	CNR2	0.0
4.865419	-1.3187948	ASAP3	0.0
0.4179867	1.527267	TMEM50A	0.0
0.6474269	10.589358	C1orf63	0.0
6.05373	2.8743749	RCAN3	0.0
4.7114773	-1.4835736	MAN1C1	0.0
6.013672	7.7128344	MTFR1L	0.0
5.238578	-1.6297637	IFNLR1	0.0
0.35225883	3.257205	RHD	0.0
-0.58233106	5.221753	TMEM57	0.0
9.119132	4.7853675	SYF2	0.0
10.016368	-4.1965485	RUNX3	0.0
4.154257	-4.1078787	CLIC4	0.0
-2.0292242	0.3740021	RHCE	0.0
6.859384	0.04996814	NIPAL3	0.0
9.152697	5.915802	NCMAP	0.0
9.973892	-4.1787744	GRHL3	0.0
7.2255845	0.2650191	LDLRAP1	1.0
11.287041	4.342987	SRRM1	0.0
6.369382	6.3652034	STPG1	0.0
2.2181869	8.676387	SEPN1	0.0
8.397208	7.2467175	UBXN11	0.0
-5.2654676	2.1860807	LIN28A	0.0
7.1937866	0.5938364	CATSPER4	0.0
1.073171	11.646283	FAM110D	0.0
4.702253	3.5280414	AUNIP	0.0
6.2657857	1.5514394	CNKSR1	0.0
9.292541	6.470012	ZNF683	0.0
5.0867887	-0.6372841	CEP85	0.0
5.3971014	0.23900375	PAFAH2	0.0
6.8605804	6.9485006	PDIK1L	0.0
10.487184	4.8428373	DHDDS	0.0
2.4369721	8.505269	AIM1L	0.0
6.4947305	-0.00022320957	STMN1	0.0
4.4656534	3.301893	SLC30A2	0.0
2.4491346	-1.5833873	SH3BGRL3	0.0
1.4151996	-9.085346	ZNF593	0.0
8.566424	0.82050705	TRIM63	0.0
7.688028	7.8167443	EXTL1	0.0
7.3692665	3.6679964	PAQR7	0.0
-2.5590618	-8.765227	CD52	0.0
9.003636	-0.3785981	FCN3	0.0
9.479214	-6.7620625	WDTC1	0.0
14.325565	-5.386599	PIGV	0.0
10.836521	-4.1272244	ARID1A	0.0
11.146663	3.1259322	HMGN2	0.0
9.174443	5.1973953	TMEM222	0.0
9.181224	-4.549616	SFN	0.0
12.257182	7.3055396	CD164L2	0.0
6.780939	-0.63316983	MAP3K6	0.0
5.129979	0.3905781	GPATCH3	0.0
3.9314706	-4.739945	RPS6KA1	0.0
8.367206	4.234617	SYTL1	0.0
3.1970594	-4.999932	ZDHHC18	0.0
12.299684	1.0110201	NUDC	0.0
4.4361677	2.4985425	GPN2	0.0
-0.58166313	2.4948852	FAM46B	0.0
6.627227	-0.58240694	NR0B2	0.0
9.517823	-5.122411	SLC9A1	0.0
3.3562114	9.174927	C1orf172	0.0
5.560238	2.5648715	XKR8	0.0
11.21774	3.1242533	STX12	0.0
6.522282	-4.187635	EYA3	0.0
9.157213	-6.5932055	PPP1R8	0.0
7.2237606	0.11068023	FGR	0.0
4.1921115	-1.985696	IFI6	0.0
13.802708	-5.719973	SESN2	0.0
4.1368847	3.4396446	FAM76A	0.0
4.4203496	1.7679104	ATPIF1	0.0
9.336946	3.604839	AHDC1	0.0
6.427396	3.3040695	MED18	0.0
4.64987	-5.359848	PTAFR	0.0
8.246127	4.542719	GPR3	0.0
6.3817115	3.4041035	THEMIS2	0.0
10.02376	-8.183395	WASF2	0.0
1.6498859	-7.26737	SMPDL3B	0.0
2.971159	0.36766365	DNAJC8	0.0
0.88195914	-8.116499	RPA2	0.0
13.3319645	1.230252	SRSF4	0.0
7.640902	-0.31489706	OPRD1	0.0
11.695983	2.9316697	SNRNP40	0.0
1.0984039	-7.165902	PHACTR4	0.0
10.896117	3.1938405	TAF12	0.0
4.103564	-5.1525197	SDC3	0.0
4.138256	-2.818232	LAPTM5	0.0
11.474028	4.4506736	RCC1	0.0
12.008371	3.0852673	PUM1	0.0
5.623904	7.5490212	PTPRU	0.0
6.198453	8.118348	ZCCHC17	0.0
11.30986	4.093872	GMEB1	0.0
2.521217	11.875611	TMEM200B	0.0
13.821917	-5.6587105	EPB41	0.0
-0.8450584	-0.2293497	RAB42	0.0
3.6924605	0.5642476	TRNAU1AP	0.0
7.810071	-0.28896114	MATN1	0.0
10.950967	-1.2218083	NKAIN1	0.0
13.192988	1.471135	YTHDF2	0.0
3.5395138	-0.02611656	MECR	0.0
7.670659	-1.2623498	FABP3	0.0
10.7532215	2.3146996	EIF3I	0.0
5.639448	0.6159752	COL16A1	0.0
2.9262996	-1.6334615	CCDC28B	0.0
9.300823	-2.39193	PEF1	0.0
3.020682	7.2947626	BAI2	0.0
5.543435	-0.34591872	SERINC2	0.0
10.5482855	1.5657306	KPNA6	0.0
2.1081812	9.754974	AC114494.1	0.0
12.969638	1.2878491	PTP4A2	0.0
5.5085387	3.1024444	SPOCD1	0.0
13.162695	1.3900383	TXLNA	0.0
8.581275	-1.8462523	HCRTR1	0.0
6.6980934	4.863071	IQCC	0.0
7.077324	7.8480377	TMEM234	0.0
7.674571	8.063845	DCDC2B	0.0
1.0661892	-7.473131	TINAGL1	0.0
9.165554	-6.6159472	KHDRBS1	0.0
6.0648203	7.696623	TMEM39B	0.0
4.656173	0.51832604	BSDC1	0.0
4.806396	2.8613608	TMEM54	0.0
6.5411367	7.5505	TSSK3	0.0
5.416666	5.9099255	FAM167B	0.0
-0.09100965	8.821865	ZBTB8B	0.0
9.323996	1.6501063	HPCA	0.0
7.80313	-5.5309515	MARCKSL1	0.0
4.852914	2.469991	KIAA1522	0.0
3.7593598	-5.0957117	ZBTB8A	0.0
11.10383	4.6967907	ZBTB8OS	0.0
6.1898685	3.5160937	FNDC5	0.0
8.719429	-6.2742624	HDAC1	0.0
2.211873	8.571305	SYNC	0.0
10.500864	1.5022534	RNF19B	0.0
13.21571	1.0939189	RBBP4	0.0
3.6122239	0.1382153	YARS	0.0
9.716612	1.7738725	LCK	0.0
11.347822	2.9980104	S100PBP	0.0
11.0441675	0.15579763	PHC2	0.0
7.4731603	7.8201127	TRIM62	0.0
11.651407	0.52731186	SFPQ	0.0
2.052156	8.081628	SMIM12	0.0
3.9891644	9.353741	ADC	0.0
6.3671284	7.225401	ZMYM1	0.0
8.109297	-4.6491723	GJB3	0.0
7.4195957	8.734295	C1orf94	0.0
5.8000007	2.0193915	AK2	0.0
6.5405626	5.166553	A3GALT2	0.0
8.983306	2.2194133	GJA4	0.0
9.9790125	1.9781898	DLGAP3	0.0
7.6297383	-0.2881224	GJB4	0.0
11.07428	2.7101455	ZNF362	0.0
6.2120667	7.2565584	ZSCAN20	0.0
11.808813	1.9764731	ZMYM4	0.0
3.980366	1.9104465	ZMYM6	0.0
8.268985	8.556487	HMGB4	0.0
7.8164573	-4.7122927	GJB5	0.0
2.7422802	-1.4240972	COL8A2	0.0
7.5983996	5.331921	KIAA0319L	0.0
7.949589	0.61664975	TEKT2	0.0
10.589479	2.539138	AGO3	0.0
4.3729305	3.4440508	ADPRHL2	0.0
11.969341	2.7519736	AGO4	0.0
8.188427	9.304698	C1orf216	0.0
11.064309	0.9332894	MAP7D1	0.0
4.097708	0.14437109	CLSPN	0.0
11.291036	4.9212656	PSMB2	0.0
12.588934	1.9146547	AGO1	0.0
9.575565	-6.695933	NCDN	0.0
10.553113	2.8519087	EVA1B	0.0
11.940378	2.7388628	THRAP3	0.0
0.2535565	3.1481	SH3D21	0.0
6.296031	8.088416	TRAPPC3	0.0
7.707721	2.582189	TFAP2E	0.0
7.583821	6.1282387	LSM10	0.0
12.620463	3.7486558	STK40	0.0
1.845964	-7.594331	DNALI1	0.0
6.0710087	2.2271917	EPHA10	0.0
8.202297	-5.372916	CDCA8	0.0
9.271982	1.2975477	ZC3H12A	0.0
10.104373	-4.3915524	MTF1	0.0
2.0517554	9.032781	C1orf122	0.0
8.448353	-2.184933	CSF3R	0.0
6.928318	1.3429204	OSCP1	0.0
12.300263	0.6388779	SF3A3	0.0
13.365461	-5.4516077	RSPO1	0.0
4.9574385	-1.2736305	FHL3	0.0
5.1084313	1.574297	MRPS15	0.0
3.4741375	2.8599048	GNL2	0.0
9.059548	0.2855944	SNIP1	0.0
6.547843	-4.222311	GRIK3	0.0
4.311968	3.5519638	YRDC	0.0
7.184246	7.74868	MANEAL	0.0
13.532681	-5.3848677	INPP5B	0.0
3.9090347	3.576966	MEAF6	0.0
7.478634	6.321816	C1orf109	0.0
-1.3209141	3.5287023	PPIE	0.0
8.747146	3.809995	KIAA0754	0.0
-1.4153236	3.4312065	PABPC4	0.0
6.1312017	-8.611646	NT5C1A	0.0
5.6087365	-0.63053685	GJA9	0.0
6.8114195	-10.207637	HPCAL4	0.0
-8.711356	0.23301741	HEYL	0.0
11.12787	2.98318	MYCBP	0.0
3.0715814	9.301649	UTP11L	0.0
4.814376	0.3939365	MYCL	0.0
0.12356785	7.056775	BMP8A	0.0
8.220958	6.6665254	TRIT1	0.0
11.271289	2.9974668	RRAGC	0.0
1.8635603	1.465292	BMP8B	0.0
13.741181	-0.9681214	MACF1	0.0
9.537708	3.001213	AKIRIN1	0.0
1.2666358	-7.655191	NDUFS5	0.0
5.8948383	-0.3713483	RHBDL2	0.0
1.6077994	-9.275967	PPT1	0.0
4.6881075	-6.305684	RLF	0.0
5.2790227	3.3048139	ZFP69	0.0
11.717035	2.8964405	CTPS1	0.0
9.676572	-1.8091892	SCMH1	0.0
9.393204	6.145526	TMCO2	0.0
9.354136	1.9451499	KCNQ4	0.0
8.230579	2.8567717	EXO5	0.0
7.52329	8.6474695	SLFNL1	0.0
4.657713	3.3917513	ZFP69B	0.0
3.612449	3.0733557	SMAP2	0.0
0.081759766	7.7070427	FOXO6	0.0
6.028886	2.139651	COL9A2	0.0
11.075085	2.4741066	NFYC	0.0
11.491707	-5.6505985	ZMPSTE24	0.0
5.819467	3.547931	RIMS3	0.0
0.8969822	7.424238	CITED4	0.0
3.5317507	3.0058906	CAP1	0.0
6.2925835	2.5056942	ZNF684	0.0
9.633614	5.4127846	MFSD2A	0.0
11.90683	-4.26516	HIVEP3	0.0
10.554662	1.2060298	FOXJ3	0.0
4.788995	0.89144605	PPCS	0.0
10.956478	4.3969	ZNF691	0.0
6.873422	8.367107	C1orf50	0.0
1.6254511	-7.646744	ZMYND12	0.0
10.101094	-4.7591147	SLC2A1	0.0
3.0987623	-3.7428048	YBX1	0.0
9.216063	6.0742955	GUCA2A	0.0
3.081537	-4.886895	CLDN19	1.0
6.8093886	5.552763	GUCA2B	0.0
6.76056	7.9299564	PPIH	0.0
3.2423213	9.357406	CCDC23	0.0
7.456533	8.506965	FAM183A	0.0
3.5717347	10.0849285	LEPRE1	0.0
3.4488509	-4.667244	EDN2	0.0
6.3131766	1.5735955	ERMAP	0.0
-2.56329	-8.756714	CCDC30	0.0
5.973488	3.6752243	RIMKLA	0.0
7.6551485	2.6096463	EBNA1BP2	0.0
12.195327	-4.316986	PTPRF	0.0
11.368329	4.8486	ATP6V0B	0.0
8.730742	6.3079047	C1orf210	0.0
8.633878	-0.9520483	B4GALT2	0.0
11.118082	1.074064	KDM4A	0.0
3.4402955	9.321855	WDR65	0.0
5.4304686	2.3714008	HYI	0.0
8.580188	0.63684726	MPL	0.0
9.255133	5.047683	DPH2	0.0
6.7617555	-3.8667426	SLC6A9	0.0
0.6577061	7.7761917	ARTN	0.0
6.43617	-2.348148	SZT2	0.0
13.2806015	1.6951101	IPO13	0.0
8.232291	-4.113475	CDC20	0.0
7.868652	1.027574	MED8	0.0
-0.706861	-0.0648457	TMEM125	0.0
9.169185	-2.1713338	ST3GAL3	0.0
13.218925	1.1906705	ELOVL1	0.0
7.1214595	7.4682655	CCDC24	0.0
13.59753	-4.443316	TIE1	0.0
13.720714	-5.4982505	PTCH2	0.0
6.321652	0.8980857	MUTYH	0.0
12.055705	0.1752893	RNF220	0.0
2.79186	-1.4423361	ZSWIM5	0.0
7.9102917	7.9700875	KLF17	0.0
-0.3400927	8.30288	TCTEX1D4	0.0
7.927693	-5.926848	DMAP1	0.0
8.393399	0.5831677	KIF2C	0.0
4.6162887	1.0335196	TMEM53	0.0
7.3127704	1.5123478	BEST4	0.0
1.9862851	-4.2716317	RPS8	0.0
8.32189	8.464233	HPDL	0.0
7.652367	-5.4301567	UROD	0.0
3.556771	2.854364	ERI3	0.0
-2.8154428	-9.02445	EIF2B3	0.0
9.118189	1.1116076	PLK3	0.0
2.8029308	0.59169936	HECTD3	0.0
8.309844	6.501582	TOE1	0.0
9.073129	-0.04593313	MAST2	0.0
2.753219	9.167206	CCDC163P	0.0
4.2450485	-4.653453	PIK3R3	0.0
4.1528516	1.5730284	UQCRH	0.0
2.7613065	-4.222326	PRDX1	1.0
14.146017	-6.04354	MMACHC	1.0
4.9807177	2.6963105	NSUN4	0.0
0.81555563	1.6839868	CCDC17	0.0
-1.8231792	-7.805077	NASP	0.0
2.4716945	-7.8590684	FAAH	0.0
8.013384	-1.2826627	RAD54L	0.0
7.869102	-5.3798227	POMGNT1	0.0
6.7821345	8.523183	LURAP1	0.0
3.2172065	-4.61434	TSPAN1	0.0
8.218312	7.10521	TMEM69	0.0
6.4297094	0.78601587	TESK2	0.0
8.117328	1.4856251	IPP	0.0
3.7951512	-3.4981458	AKR1A1	0.0
11.205223	2.550206	LRRC41	0.0
9.53147	-0.4111631	GPBP1L1	0.0
6.706338	8.390253	MOB3C	0.0
6.712302	0.15391278	MKNK1	0.0
2.1283467	-9.264891	CYP4B1	0.0
7.3652577	-5.200804	STIL	1.0
6.037762	-9.050855	CYP4Z1	0.0
2.539057	-0.9877792	ATPAF1	0.0
13.202261	-4.1560206	CMPK1	0.0
1.9983783	-4.5671244	PDZK1IP1	0.0
9.311539	-0.96871865	CYP4X1	0.0
12.742157	-4.05552	TAL1	0.0
2.7483084	-1.5874143	KNCN	0.0
1.3877374	-1.049557	TRABD2B	0.0
9.7012205	-4.6767297	DMBX1	0.0
5.8042727	7.571102	EFCAB14	0.0
2.5307612	-12.099164	CYP4A11	0.0
-0.88860303	-0.47997278	CYP4A22	0.0
12.538868	2.5928254	RNF11	0.0
3.8309655	3.4839406	BEND5	0.0
6.6303043	8.360237	TXNDC12	0.0
12.885999	-5.389709	CDKN2C	0.0
-1.766011	-5.7622614	FAF1	0.0
11.725544	1.8217463	ZFYVE9	0.0
11.6196375	2.6082652	OSBPL9	0.0
4.546616	-1.6960859	TTC39A	0.0
4.103769	2.9225845	EPS15	0.0
2.5795553	-7.2625685	SLC5A9	0.0
10.74571	2.4106696	BTF3L4	0.0
10.372734	0.8226219	ELAVL4	0.0
1.1617409	11.215838	AGBL4	0.0
9.425571	1.1059176	RAB3B	0.0
2.7025685	8.507884	NRD1	0.0
8.40387	9.119213	KTI12	0.0
7.7741127	1.1604308	SPATA6	0.0
11.86476	1.7925162	ZCCHC11	0.0
4.256434	-3.8837934	SCP2	0.0
11.402879	2.1282363	NDC1	0.0
10.348962	2.8478384	DMRTB1	0.0
6.947493	5.590321	GLIS1	0.0
8.9776325	-6.668224	MAGOH	0.0
11.3108635	2.3254676	ZYG11B	0.0
4.6465063	1.597739	CC2D1B	0.0
4.819264	-0.46100894	CPT2	1.0
6.8348665	7.609012	C1orf123	0.0
5.688359	0.7064736	ORC1	0.0
14.312481	-5.4332557	GPX7	0.0
6.3151193	10.488855	SELRC1	0.0
5.3487334	2.2645826	ECHDC2	0.0
9.09656	6.343342	FAM159A	0.0
5.766757	6.1646395	PODN	0.0
10.292267	0.95848966	LRP8	0.0
11.396827	4.6371136	PRPF38A	0.0
5.7842245	2.4592566	SLC1A7	0.0
6.450361	-8.532532	ACOT11	0.0
2.8287926	-1.6329105	HSPB11	0.0
7.466711	8.652083	CYB5RL	0.0
10.341891	-4.572483	SSBP3	0.0
6.190063	8.131422	YIPF1	0.0
13.740616	-5.7670302	DIO1	0.0
4.156723	2.5019906	LRRC42	0.0
